"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"KCNJ6",1.38783613188767e-267,0.779260993524325,0.523,0.069,3.03297708262731e-263,"8","KCNJ6"
"GNAI21",1.48090558387016e-267,0.572056115595235,0.647,0.096,3.23637106298985e-263,"8","GNAI2"
"AL158154.3",4.62583654109132e-267,0.693230742747506,0.406,0.04,1.0109303176901e-262,"8","AL158154.3"
"BACE1",1.19497341425978e-266,0.533371707840848,0.444,0.047,2.61149489952333e-262,"8","BACE1"
"PTOV11",1.25737488935259e-266,0.598477775518841,0.475,0.054,2.74786708319115e-262,"8","PTOV1"
"DAP1",1.95872779612861e-266,0.529790104652199,0.722,0.117,4.28060372565947e-262,"8","DAP"
"PDXDC1",2.05747708907012e-266,0.435448509400936,0.596,0.083,4.49641043045384e-262,"8","PDXDC1"
"SSBP4",2.50183480051014e-266,0.596294085284123,0.34,0.027,5.46750977303486e-262,"8","SSBP4"
"DPYSL2",5.55309122878391e-266,0.462073449217636,0.468,0.052,1.21357255713844e-261,"8","DPYSL2"
"OS91",9.05519177348228e-266,0.602546188427815,0.592,0.083,1.97892161017682e-261,"8","OS9"
"SSR21",1.06703318427202e-265,0.650279613905493,0.74,0.122,2.33189432090807e-261,"8","SSR2"
"ANXA71",1.52924413502826e-265,0.706158776418097,0.519,0.065,3.34201013269076e-261,"8","ANXA7"
"YIPF21",1.85453668671659e-265,0.507971313593547,0.497,0.059,4.05290447515043e-261,"8","YIPF2"
"DDX51",6.183002092304e-265,0.539011851165518,0.74,0.121,1.35123327725212e-260,"8","DDX5"
"ARL21",8.74805083306143e-265,0.612871778325266,0.585,0.081,1.91179902905725e-260,"8","ARL2"
"SCG31",1.12285160412458e-264,0.626604052854918,0.826,0.14,2.45387989565385e-260,"8","SCG3"
"H2AC19",1.41524108682218e-264,0.596208534069723,0.349,0.029,3.09286787114119e-260,"8","H2AC19"
"CPNE3",5.08313065933409e-264,0.546735732488624,0.481,0.056,1.11086737429087e-259,"8","CPNE3"
"YIPF42",8.87718633342603e-264,0.947169897410844,0.72,0.125,1.94002030130692e-259,"8","YIPF4"
"CELF3",1.84151484034241e-263,0.445319228912783,0.4,0.038,4.02444653208431e-259,"8","CELF3"
"PHPT11",2.22214636613208e-263,0.606794072245384,0.512,0.064,4.85627866854504e-259,"8","PHPT1"
"MYH10",7.81740981043918e-263,0.335896278042846,0.464,0.051,1.70841673997338e-258,"8","MYH10"
"RABAC11",1.97772226679303e-262,0.719814655834287,0.647,0.098,4.32211424184949e-258,"8","RABAC1"
"ZDHHC14",2.7646285655272e-262,0.443522330713929,0.322,0.024,6.04181926710314e-258,"8","ZDHHC14"
"TMEM176B1",5.70645637407035e-262,0.997746408504713,0.938,0.187,1.24708897598933e-257,"8","TMEM176B"
"H2AC18",6.86913668541998e-262,0.579762236178281,0.347,0.029,1.50118113123168e-257,"8","H2AC18"
"ST18",3.54633618679235e-261,0.46414083331892,0.272,0.017,7.75016310261601e-257,"8","ST18"
"AC099343.42",4.91751755487808e-261,0.724980286451727,0.528,0.068,1.07467428644305e-256,"8","AC099343.4"
"AC002316.11",6.93367075675518e-261,0.624505052453503,0.494,0.059,1.51528440718128e-256,"8","AC002316.1"
"CNKSR32",1.34470927998384e-260,0.993683388987473,0.57,0.081,2.93872766047668e-256,"8","CNKSR3"
"RHBDD21",1.83510614499727e-260,0.486075142112355,0.552,0.073,4.01044096927704e-256,"8","RHBDD2"
"PIGB",4.14704430012954e-260,0.723103067129303,0.417,0.043,9.0629506135031e-256,"8","PIGB"
"AP001453.51",6.27696114814711e-260,0.513347815992665,0.691,0.111,1.37176708931607e-255,"8","AP001453.5"
"ZNF813",1.25227395352011e-259,0.633629713033116,0.26,0.015,2.73671949802285e-255,"8","ZNF813"
"PCDH171",3.41578285428833e-259,0.514457779984514,0.539,0.069,7.46485184976173e-255,"8","PCDH17"
"SCAMP51",4.5038624403568e-259,0.446124847713606,0.472,0.054,9.84274097715576e-255,"8","SCAMP5"
"ORC41",5.01404875752506e-259,0.632951400977001,0.492,0.06,1.09577021546953e-254,"8","ORC4"
"PPA11",5.69651665026517e-259,0.721688252120444,0.55,0.074,1.24491674874895e-254,"8","PPA1"
"GABARAPL21",1.59404944027276e-258,0.567539878604431,0.631,0.094,3.4836356467721e-254,"8","GABARAPL2"
"WAC1",5.57182329010496e-258,0.478110037249256,0.607,0.088,1.21766626181954e-253,"8","WAC"
"IFIT32",7.84815779718177e-258,1.03635943110033,0.623,0.096,1.7151364049961e-253,"8","IFIT3"
"NUCB21",1.57910842862913e-257,0.595144315452836,0.587,0.083,3.45098355992609e-253,"8","NUCB2"
"USH1C",3.27326432043068e-257,0.431425532752222,0.28,0.018,7.15339184586922e-253,"8","USH1C"
"SYT71",6.85143151284881e-257,0.547541072669221,0.684,0.104,1.49731184281798e-252,"8","SYT7"
"SLC29A4",1.26917508467398e-256,0.415621578091496,0.717,0.117,2.77365523004652e-252,"8","SLC29A4"
"TACC2",6.26907719212933e-256,0.6408551852497,0.36,0.032,1.37004412956794e-251,"8","TACC2"
"TTC31",7.48686040657471e-256,0.665850862604705,0.726,0.123,1.63617847325284e-251,"8","TTC3"
"KANK1",1.21895615341511e-255,0.540791516570017,0.483,0.058,2.66390677767337e-251,"8","KANK1"
"TENT5A1",1.85794296267143e-255,0.683419100662833,0.4,0.04,4.06034855062215e-251,"8","TENT5A"
"HNRNPUL2-BSCL2",2.4546636545773e-255,0.375664649533531,0.547,0.073,5.36442195071323e-251,"8","HNRNPUL2-BSCL2"
"TMEM91",4.23213221314773e-255,0.50616634219912,0.594,0.086,9.24890173861305e-251,"8","TMEM9"
"AL591499.1",6.64581169772548e-255,0.537544825064907,0.34,0.028,1.45237568842093e-250,"8","AL591499.1"
"SPC25",2.50520003470477e-254,0.610041230680078,0.258,0.016,5.47486415584381e-250,"8","SPC25"
"DNAJC71",3.07420092077849e-254,0.745755898861321,0.589,0.087,6.7183586922693e-250,"8","DNAJC7"
"TECR1",3.76787562337367e-254,0.638298144889853,0.534,0.07,8.23431538732083e-250,"8","TECR"
"RAB11A",5.90418330373802e-254,0.460445094789098,0.656,0.102,1.29030021919891e-249,"8","RAB11A"
"MBOAT2",1.02027504617184e-253,0.519908986583815,0.316,0.024,2.22970908590393e-249,"8","MBOAT2"
"BEX3",1.529145481066e-253,0.479755052697355,0.795,0.142,3.34179453432164e-249,"8","BEX3"
"GNAO11",3.88359050455528e-253,0.501904941254065,0.393,0.038,8.48719868865511e-249,"8","GNAO1"
"SPINT22",1.06691698511162e-252,1.47713072812144,0.965,0.238,2.33164037926293e-248,"8","SPINT2"
"NDUFB81",3.1441553458295e-252,0.492572783668876,0.687,0.111,6.87123709277579e-248,"8","NDUFB8"
"STX16",4.24751400357502e-252,0.580731207499625,0.442,0.049,9.28251710341284e-248,"8","STX16"
"SLC7A81",4.01976200736432e-251,0.509869175368356,0.57,0.078,8.784787890894e-247,"8","SLC7A8"
"PXMP4",1.67556710335609e-250,0.583263287806557,0.404,0.041,3.6617843476744e-246,"8","PXMP4"
"VAMP21",2.05182286762445e-250,0.479089687670244,0.786,0.138,4.48405369490648e-246,"8","VAMP2"
"AKAP91",2.18331876603944e-250,0.727674973718904,0.49,0.062,4.77142483130259e-246,"8","AKAP9"
"AC007114.11",2.18953948047275e-250,0.665840171863692,0.446,0.051,4.78501958062515e-246,"8","AC007114.1"
"LRRFIP1",3.46999489776925e-250,0.610301449476077,0.51,0.065,7.58332684958491e-246,"8","LRRFIP1"
"PNISR",4.54615426358509e-250,0.378334800468287,0.695,0.115,9.93516552763886e-246,"8","PNISR"
"ZBTB8A2",9.73884148590454e-250,0.912952941471713,0.587,0.088,2.12832641832958e-245,"8","ZBTB8A"
"GOLGA3",3.36622373193219e-249,0.536105060885137,0.389,0.039,7.35654534376461e-245,"8","GOLGA3"
"GPAA1",8.0718574171972e-249,0.346290490857815,0.47,0.056,1.76402371995428e-244,"8","GPAA1"
"SDHC1",9.60792039736064e-249,0.783113270883875,0.651,0.108,2.09971492363919e-244,"8","SDHC"
"SPG211",1.47659827507267e-248,0.452081507964858,0.541,0.074,3.22695787034381e-244,"8","SPG21"
"DDB11",5.28422768205801e-248,0.477748526350554,0.547,0.076,1.15481511763696e-243,"8","DDB1"
"ABCD3",7.83742764577011e-248,0.440111115351169,0.366,0.034,1.7127914377066e-243,"8","ABCD3"
"AC135050.1",7.9448114171468e-248,0.73411266683597,0.397,0.041,1.73625908710326e-243,"8","AC135050.1"
"COPE1",1.08121992973457e-246,0.614167060056664,0.514,0.068,2.36289803444194e-242,"8","COPE"
"OXA1L1",2.37632801301614e-246,0.59432846989351,0.534,0.073,5.19322723964548e-242,"8","OXA1L"
"LINC012061",2.62626142586782e-246,0.813564360444054,0.43,0.049,5.73943172009153e-242,"8","LINC01206"
"ABHD181",3.22156844267839e-246,0.713917034489278,0.446,0.052,7.04041567462935e-242,"8","ABHD18"
"GRAMD4",4.53265572329554e-246,0.827479964653107,0.364,0.034,9.90566581769008e-242,"8","GRAMD4"
"NME4",4.98362342493152e-246,0.388371529700716,0.483,0.06,1.08912106328453e-241,"8","NME4"
"HOOK31",1.06067171524961e-245,0.583862468777827,0.53,0.072,2.31799196650649e-241,"8","HOOK3"
"SNHG61",1.09300374343271e-245,0.579970141928993,0.585,0.086,2.38865038089786e-241,"8","SNHG6"
"CBFA2T2",1.22553318995545e-245,0.566592634916381,0.442,0.051,2.67828023332865e-241,"8","CBFA2T2"
"PTGES31",1.4690960609409e-245,0.471987736004689,0.607,0.092,3.21056253158025e-241,"8","PTGES3"
"RPS6KA52",2.38403010611999e-245,1.47194176900614,0.801,0.178,5.21005939391462e-241,"8","RPS6KA5"
"RPL7L11",4.89172762988826e-245,0.801731199965998,0.598,0.094,1.06903815623578e-240,"8","RPL7L1"
"PLEKHA1",6.05852205723202e-245,0.760159948912391,0.581,0.087,1.32402941038748e-240,"8","PLEKHA1"
"USP81",1.65659485835766e-244,0.848052399727949,0.587,0.09,3.62032240345483e-240,"8","USP8"
"ADA2",2.43326095625693e-244,0.411488599463241,0.592,0.088,5.31764849380389e-240,"8","ADA2"
"FADS2",3.31588660584216e-244,0.534842300465266,0.353,0.032,7.24653858840747e-240,"8","FADS2"
"RIN21",3.43282307243237e-244,0.635561541785194,0.377,0.037,7.5020915424937e-240,"8","RIN2"
"HEXD-IT1",6.03387312833024e-244,0.635566281124253,0.331,0.028,1.31864263346529e-239,"8","HEXD-IT1"
"KCNJ3",9.63646940283443e-244,0.579132013868435,0.38,0.037,2.10595402329544e-239,"8","KCNJ3"
"PGR",4.81719827253796e-243,0.348178012672493,0.32,0.026,1.05275051048045e-238,"8","PGR"
"RPL211",7.8629804681869e-243,1.22197050017391,0.947,0.216,1.71837575151756e-238,"8","RPL21"
"FEZ1",1.26015775269059e-242,0.651059668055,0.338,0.03,2.75394875273002e-238,"8","FEZ1"
"ATP5MF",1.84224210116819e-242,0.438905787540065,0.519,0.069,4.02603588789296e-238,"8","ATP5MF"
"SNRPG1",6.62421263793414e-242,0.486277968744629,0.517,0.069,1.44765542989413e-237,"8","SNRPG"
"FGFR1",7.00742483686529e-242,0.476065698898417,0.561,0.08,1.53140262384854e-237,"8","FGFR1"
"ALDH1A11",9.23400540418978e-242,1.4413762602285,0.945,0.216,2.01799954103164e-237,"8","ALDH1A1"
"ATRAID",1.0226186702056e-241,0.421032276009648,0.64,0.102,2.23483084186731e-237,"8","ATRAID"
"STMN2",1.04899854628388e-241,0.355075238771461,0.651,0.1,2.29248142304878e-237,"8","STMN2"
"AC005005.41",1.86864896790783e-241,0.752320931060339,0.497,0.065,4.08374545446578e-237,"8","AC005005.4"
"AL355312.6",2.21526214946852e-241,0.349178304038897,0.424,0.047,4.84123390144851e-237,"8","AL355312.6"
"DLGAP4",6.6351362241441e-241,0.491772795282504,0.417,0.046,1.45004267042445e-236,"8","DLGAP4"
"TMEM1411",1.14378598082672e-240,0.541721233875021,0.499,0.066,2.49962988249872e-236,"8","TMEM141"
"SZRD1",2.48544714945811e-240,0.461422874610496,0.464,0.057,5.43169620042575e-236,"8","SZRD1"
"REXO2",4.53768258506293e-240,0.521843743882695,0.36,0.034,9.91665152139652e-236,"8","REXO2"
"CALCOCO2",5.01858260082941e-240,0.424667423876748,0.481,0.061,1.09676104158526e-235,"8","CALCOCO2"
"MAPK8IP2",5.08053041917386e-240,0.456558367745828,0.349,0.032,1.11029911780626e-235,"8","MAPK8IP2"
"GFOD2",9.13885709407263e-240,0.448080855193232,0.362,0.035,1.99720582933863e-235,"8","GFOD2"
"BEX21",1.73690426412534e-239,0.463329785981833,0.525,0.071,3.79583057881952e-235,"8","BEX2"
"N4BP2L21",1.90482187171434e-239,0.497005977535865,0.554,0.08,4.16279771844451e-235,"8","N4BP2L2"
"ATXN21",1.96075496244432e-239,0.795655848378459,0.45,0.055,4.28503389492581e-235,"8","ATXN2"
"DMTN",8.25986607545898e-239,0.422453203711793,0.391,0.04,1.8051111321308e-234,"8","DMTN"
"NDUFA21",1.22987389679822e-238,0.482088092050463,0.519,0.07,2.68776641406282e-234,"8","NDUFA2"
"CCND3",1.91927678665947e-238,0.410097668510173,0.298,0.023,4.1943874895656e-234,"8","CCND3"
"ARL31",4.20275649379569e-237,0.511576012919554,0.453,0.054,9.18470404154111e-233,"8","ARL3"
"AP2M11",4.93232807929754e-237,0.50541223382284,0.534,0.075,1.07791097844968e-232,"8","AP2M1"
"AC138470.11",5.98605876084185e-237,0.776707960107685,0.57,0.086,1.30819328159438e-232,"8","AC138470.1"
"MDH21",9.22848178385961e-237,0.51878468204283,0.788,0.147,2.01679240904468e-232,"8","MDH2"
"YIF1A",1.33295600364291e-236,0.439097547996109,0.567,0.084,2.91304205036122e-232,"8","YIF1A"
"CTSA1",2.13778409468082e-236,0.540900776576527,0.543,0.077,4.67191336051545e-232,"8","CTSA"
"ARL6IP41",2.83947875557615e-236,0.443123906306111,0.543,0.077,6.20539687243613e-232,"8","ARL6IP4"
"CRIP2",9.02631914052757e-236,0.496397257847903,0.614,0.096,1.9726117849709e-231,"8","CRIP2"
"RNASE4",9.20163957521477e-236,0.529429746968367,0.327,0.028,2.01092631276744e-231,"8","RNASE4"
"GPI",2.68072396182384e-235,0.495174707056463,0.634,0.103,5.85845414616981e-231,"8","GPI"
"SLC7A14",8.14636561724742e-235,0.455134743876606,0.252,0.016,1.78030674199325e-230,"8","SLC7A14"
"ARCN11",1.12199052926524e-234,0.499115537438756,0.514,0.071,2.45199810265625e-230,"8","ARCN1"
"CAPZB",2.46761370751177e-234,0.285893939463363,0.715,0.125,5.39272299639622e-230,"8","CAPZB"
"BMERB1",2.53320622715359e-234,0.497590640649225,0.375,0.038,5.53606888882146e-230,"8","BMERB1"
"OLMALINC2",3.90142923066014e-234,0.866988514206547,0.695,0.131,8.52618344068468e-230,"8","OLMALINC"
"NDUFA131",5.59449895258882e-234,0.506957300469694,0.627,0.101,1.22262180109876e-229,"8","NDUFA13"
"SELENOH1",7.18071784963182e-234,0.541156484895769,0.541,0.077,1.56927407885854e-229,"8","SELENOH"
"EZR",1.30574302805253e-233,0.367263490612174,0.475,0.06,2.85357081350599e-229,"8","EZR"
"MRPL201",2.43218043971972e-233,0.53196803383273,0.442,0.053,5.31528713296347e-229,"8","MRPL20"
"AK2",5.50729966846969e-233,0.326618821549811,0.543,0.078,1.20356526954737e-228,"8","AK2"
"RASA41",8.36089575925449e-233,0.510828016569469,0.472,0.06,1.82719015922748e-228,"8","RASA4"
"OGT",1.3517244192434e-232,0.520802880886071,0.283,0.021,2.95405854581452e-228,"8","OGT"
"RPS101",2.09137678704004e-232,1.18484450596108,0.896,0.198,4.57049483039731e-228,"8","RPS10"
"ACER32",2.19523948184262e-232,1.25912041545227,0.773,0.164,4.79747636361886e-228,"8","ACER3"
"GYG11",2.57132240936165e-232,0.606791231130526,0.446,0.054,5.61936799341894e-228,"8","GYG1"
"UBE2D31",2.7940891600821e-232,0.468944162752286,0.709,0.125,6.10620245044343e-228,"8","UBE2D3"
"PRXL2A",3.1642227356359e-232,0.446362666041336,0.563,0.085,6.9150923664587e-228,"8","PRXL2A"
"OGA",4.62637839249808e-232,0.431744505214925,0.417,0.047,1.01104873389653e-227,"8","OGA"
"AC073065.1",1.92476079717337e-231,0.672733346699671,0.4,0.045,4.20637224614269e-227,"8","AC073065.1"
"ABI21",2.34368811505887e-231,0.526413553988412,0.514,0.072,5.12189600664965e-227,"8","ABI2"
"C1orf122",2.79226863669486e-231,0.503050120591576,0.578,0.089,6.10222387863296e-227,"8","C1orf122"
"HPS1",4.05260526243855e-231,0.445515701393897,0.336,0.031,8.8565635405332e-227,"8","HPS1"
"C12orf541",6.39330037996437e-231,0.799758668646837,0.556,0.083,1.39719186503741e-226,"8","C12orf54"
"LIMCH11",6.43721396670134e-231,0.463212473548924,0.477,0.061,1.40678874028291e-226,"8","LIMCH1"
"RPS261",6.59123553189616e-231,0.880497350918085,0.898,0.194,1.44044861314059e-226,"8","RPS26"
"PABPN1",6.7207753207583e-231,0.472612159986149,0.653,0.11,1.46875823859852e-226,"8","PABPN1"
"TMEM176A1",6.7883579693023e-231,0.646452393441619,0.872,0.175,1.48352775061133e-226,"8","TMEM176A"
"EPCAM1",1.10473261903269e-230,0.728745140322012,0.779,0.148,2.41428266563405e-226,"8","EPCAM"
"NDUFB91",1.22197801778328e-230,0.579462487547998,0.494,0.067,2.67051076006358e-226,"8","NDUFB9"
"GNG2",1.91094018375903e-230,0.337604112272148,0.382,0.039,4.17616867758699e-226,"8","GNG2"
"BSCL2",3.14821965253964e-230,0.319581127027935,0.521,0.073,6.88011922866012e-226,"8","BSCL2"
"HNRNPA2B11",4.59051812303502e-230,0.391118324261274,0.735,0.133,1.00321183060807e-225,"8","HNRNPA2B1"
"TCEAL31",1.85878783138591e-229,0.579886229920815,0.442,0.053,4.06219492671076e-225,"8","TCEAL3"
"ECHDC2",2.00882220402065e-229,0.51431490486822,0.375,0.039,4.39008004466673e-225,"8","ECHDC2"
"CEACAM1",4.47780299353155e-229,0.508425759722744,0.318,0.028,9.78579066206384e-225,"8","CEACAM1"
"MRFAP11",5.07612603937263e-229,0.46690065226957,0.691,0.121,1.10933658464449e-224,"8","MRFAP1"
"RUNDC3A",7.91966952138826e-229,0.383912583541808,0.393,0.042,1.73076457720419e-224,"8","RUNDC3A"
"PYURF1",9.95182154408285e-229,0.460897807626541,0.468,0.06,2.17487108024387e-224,"8","PYURF"
"CACNA1D2",9.96167248339133e-229,1.0778437550777,0.642,0.115,2.17702390452034e-224,"8","CACNA1D"
"NDFIP11",1.02916796789204e-228,0.352957474023056,0.684,0.118,2.24914367703126e-224,"8","NDFIP1"
"NAA381",1.21451124780697e-228,0.450678899434234,0.468,0.061,2.65419288095736e-224,"8","NAA38"
"ARNT2",1.53277355650406e-228,0.378337477189535,0.283,0.021,3.34972333038396e-224,"8","ARNT2"
"ATP5MPL",3.10206486255351e-228,0.370649586874962,0.614,0.099,6.77925255062444e-224,"8","ATP5MPL"
"PPIB",4.23437171093189e-228,0.433071393095185,0.539,0.079,9.25379593707056e-224,"8","PPIB"
"ARID1B",6.32607449405969e-228,0.454657171255659,0.49,0.066,1.3825003199318e-223,"8","ARID1B"
"PCBD1",7.71573590652254e-228,0.260992364397189,0.539,0.078,1.68619692501144e-223,"8","PCBD1"
"RPL351",2.06364127131065e-227,0.649646492357247,0.85,0.167,4.50988163432229e-223,"8","RPL35"
"DNAJA11",3.99005152249324e-227,0.451958199915635,0.552,0.083,8.71985859725674e-223,"8","DNAJA1"
"GUK11",6.24754729248257e-227,0.431904785626863,0.742,0.137,1.36533898529914e-222,"8","GUK1"
"FLOT11",1.40470946082943e-226,0.410454037537565,0.689,0.121,3.06985205569664e-222,"8","FLOT1"
"ATP5IF11",1.89607663527184e-226,0.559682405194751,0.547,0.081,4.14368587872307e-222,"8","ATP5IF1"
"GRINA",2.07456416226575e-226,0.442588853345596,0.543,0.08,4.53375252021557e-222,"8","GRINA"
"HEATR5A",3.24127489835522e-226,0.581040096616233,0.353,0.035,7.08348216286549e-222,"8","HEATR5A"
"ZNF3971",4.26790286553958e-226,0.798334797530586,0.492,0.068,9.32707492235019e-222,"8","ZNF397"
"NME21",4.98815272717852e-226,0.460912689709132,0.645,0.108,1.09011089699759e-221,"8","NME2"
"ENPP1",5.7187053355758e-226,0.442283821714094,0.313,0.027,1.24976586403674e-221,"8","ENPP1"
"FKBP11",7.43291509204882e-226,0.514839109037722,0.459,0.059,1.62438926421635e-221,"8","FKBP11"
"SPG71",9.06842534582209e-226,0.620189134065948,0.488,0.067,1.98181367507596e-221,"8","SPG7"
"RNF145",1.7469191352721e-225,0.46808375039005,0.413,0.048,3.81771707822365e-221,"8","RNF145"
"PRDX21",1.94746299307913e-225,0.64130960039781,0.514,0.074,4.25598562507514e-221,"8","PRDX2"
"CERS21",2.08277521363131e-225,0.553382102253389,0.437,0.054,4.55169695186987e-221,"8","CERS2"
"SMARCC21",3.27276222961137e-225,0.654067410651805,0.53,0.078,7.15229457659269e-221,"8","SMARCC2"
"NDUFB51",3.62154174978433e-225,0.574005124379955,0.386,0.042,7.91451733997868e-221,"8","NDUFB5"
"COX5B1",7.09338302413748e-225,0.471341692561401,0.642,0.108,1.55018792609501e-220,"8","COX5B"
"ZNHIT1",8.1053347356192e-225,0.402575760787252,0.466,0.061,1.77133985312222e-220,"8","ZNHIT1"
"NT5C3A",2.49472556550453e-224,0.283582190285483,0.38,0.04,5.45197325085359e-220,"8","NT5C3A"
"AC003991.11",6.8188836553563e-224,0.813553248775941,0.389,0.044,1.49019883404157e-219,"8","AC003991.1"
"HIGD2A",7.94745962818547e-224,0.469048179249307,0.486,0.066,1.73683782714365e-219,"8","HIGD2A"
"TMED3",1.11088790515331e-223,0.410614623980027,0.797,0.155,2.42773442792205e-219,"8","TMED3"
"TMEM54",1.63415168804792e-223,0.576254618090327,0.362,0.037,3.57127509905993e-219,"8","TMEM54"
"ITPR1",1.87525473389395e-223,0.491974074380403,0.298,0.025,4.09818169545184e-219,"8","ITPR1"
"PSD1",3.36939110855828e-223,0.453494123101078,0.411,0.047,7.36346732864326e-219,"8","PSD"
"MAPRE31",4.14849219255372e-223,0.408757745975401,0.415,0.049,9.06611483760689e-219,"8","MAPRE3"
"CERCAM1",9.827232238311e-223,0.622356317667173,0.4,0.046,2.14764333336049e-218,"8","CERCAM"
"RPS211",1.34341033148432e-222,0.641140701194953,0.804,0.156,2.93588893842583e-218,"8","RPS21"
"FBXW11",1.58778220422153e-222,0.463599870079161,0.333,0.032,3.46993922910572e-218,"8","FBXW11"
"FLVCR11",6.51904025210879e-222,0.673610763442854,0.457,0.059,1.42467105669586e-217,"8","FLVCR1"
"COX7C1",7.38594392820327e-222,0.744673069380065,0.839,0.17,1.61412418606954e-217,"8","COX7C"
"FCF11",1.12377882097514e-221,0.889488406957744,0.528,0.08,2.45590623535906e-217,"8","FCF1"
"H1-101",3.08188780895026e-221,0.544213226430289,0.642,0.11,6.7351576176799e-217,"8","H1-10"
"PEMT1",4.12208207772966e-221,0.863137853613478,0.828,0.165,9.00839817267039e-217,"8","PEMT"
"NCAM1",7.54508778431355e-221,0.35962278609139,0.373,0.039,1.64890348438388e-216,"8","NCAM1"
"ECH1",8.4845839405942e-221,0.317568105031606,0.494,0.068,1.85422097437746e-216,"8","ECH1"
"AL031595.32",9.20128478771072e-221,1.02816173320585,0.603,0.107,2.0108487775063e-216,"8","AL031595.3"
"ATP6AP21",1.01361583924391e-220,0.345312667539715,0.6,0.097,2.21515605508363e-216,"8","ATP6AP2"
"DYNC1H11",1.08213538528214e-220,0.666840472333691,0.667,0.123,2.36489867099558e-216,"8","DYNC1H1"
"JTB1",1.20946008683925e-220,0.496396853931891,0.605,0.1,2.6431540737785e-216,"8","JTB"
"PLK2",1.6979506323665e-220,0.486147399870639,0.417,0.049,3.71070131197375e-216,"8","PLK2"
"RBBP41",2.58126777362188e-220,0.468874075925564,0.506,0.072,5.64110259247326e-216,"8","RBBP4"
"MAN1B1-DT2",2.65444100510331e-220,0.884233224586612,0.532,0.081,5.80101537255278e-216,"8","MAN1B1-DT"
"IREB21",2.70404578124436e-220,0.853210578748311,0.603,0.105,5.90942165033142e-216,"8","IREB2"
"LDLRAP11",2.72587630106881e-220,0.315821207478572,0.517,0.073,5.95713006835578e-216,"8","LDLRAP1"
"RPL23AP741",3.27928333376674e-220,0.746220296800219,0.563,0.088,7.16654579761383e-216,"8","RPL23AP74"
"AC022034.1",4.19892692914822e-220,0.708326233281398,0.415,0.051,9.17633491096051e-216,"8","AC022034.1"
"PCSK71",1.00305420640912e-219,0.895095203108711,0.503,0.075,2.19207466268649e-215,"8","PCSK7"
"YIPF61",1.42909108451094e-219,0.589309456124408,0.532,0.082,3.1231356560902e-215,"8","YIPF6"
"COX7B1",2.32372599437366e-219,0.46827805115856,0.523,0.077,5.07827078810419e-215,"8","COX7B"
"MCTS11",1.30500421866151e-218,0.542953635529133,0.581,0.094,2.85195621946287e-214,"8","MCTS1"
"COX6A11",1.7370914592174e-218,0.448201130118243,0.709,0.132,3.7962396749737e-214,"8","COX6A1"
"PAIP21",1.77936265549761e-218,0.435134954816122,0.53,0.08,3.88861914732448e-214,"8","PAIP2"
"MIA2",2.2841567908725e-218,0.35194055844158,0.426,0.052,4.99179625077277e-214,"8","MIA2"
"SESN11",2.64837897778223e-218,0.415129455189734,0.384,0.042,5.78776741804529e-214,"8","SESN1"
"ITM2C1",2.66863547091312e-218,0.377417354666664,0.512,0.073,5.83203595813353e-214,"8","ITM2C"
"GCNT1",4.32367071856923e-218,0.304554139855374,0.298,0.025,9.44894998836121e-214,"8","GCNT1"
"CMTM81",5.39355314743346e-218,0.529457392393659,0.336,0.033,1.17870710484011e-213,"8","CMTM8"
"PCBP21",8.70752096469072e-218,0.503683735089173,0.603,0.1,1.90294163162351e-213,"8","PCBP2"
"PPM1K1",1.19454279853469e-217,0.43140724229367,0.384,0.043,2.61055383191772e-213,"8","PPM1K"
"HIP1R",1.19481332592129e-217,0.445476617125315,0.338,0.033,2.61114504246838e-213,"8","HIP1R"
"CARMN",1.20234676682895e-217,0.523258003416814,0.342,0.034,2.62760862422798e-213,"8","CARMN"
"NAP1L11",1.39169609767168e-217,0.435644283952515,0.797,0.155,3.04141265185168e-213,"8","NAP1L1"
"NBDY1",1.68471002438097e-217,0.349753875724059,0.492,0.069,3.68176528728217e-213,"8","NBDY"
"PRKCSH1",1.98277066354229e-217,0.483250380895949,0.448,0.059,4.33314700810532e-213,"8","PRKCSH"
"NUCKS11",2.03167392819123e-217,0.346120716703992,0.748,0.142,4.44002020266912e-213,"8","NUCKS1"
"GGA2",2.43922886426203e-217,0.477672192218916,0.411,0.049,5.33069075995823e-213,"8","GGA2"
"CHGB2",5.1292990791915e-217,1.96768173230389,0.993,0.344,1.12095702076651e-212,"8","CHGB"
"NDUFA111",6.07252774571487e-217,0.47827997928676,0.609,0.103,1.32709021354853e-212,"8","NDUFA11"
"RAB3GAP2",1.07227793222456e-216,0.422241637869158,0.503,0.072,2.34335619308356e-212,"8","RAB3GAP2"
"ADAMTSL2",1.20423494395839e-216,0.375546243918358,0.311,0.028,2.63173504652666e-212,"8","ADAMTSL2"
"GK5",3.42605742338398e-216,0.617325926255009,0.386,0.044,7.48730589306334e-212,"8","GK5"
"GNB5",5.39590729393563e-216,0.614280404783992,0.415,0.051,1.17922158001669e-211,"8","GNB5"
"SLC1A2",5.84941939206542e-216,0.524943791421603,0.289,0.024,1.27833211394198e-211,"8","SLC1A2"
"RGS17",6.35683303058682e-216,0.358146402727382,0.333,0.032,1.38922229050444e-211,"8","RGS17"
